HANNOVER RUECK;0,02%
HEINEKEN HOLDING;0,02%
LOGITECH;0,02%
ADVANCE AUTO PARTS;0,02%
VICI PROPERTIES;0,02%
BROWN & BROWN;0,02%
ESSENTIAL UTILITIES;0,02%
POWER CORP OF CANADA;0,02%
KINGSPAN GROUP;0,02%
RPM INTL;0,02%
SANDS CHINA;0,02%
TERNA;0,02%
GRIFOLS;0,02%
JULIUS BAER GROUP;0,02%
PERSIMMON;0,02%
SCHINDLER HOLDING PART;0,02%
INSURANCE AUSTRALIA GRP;0,02%
HASBRO;0,02%
NETAPP;0,02%
AVERY DENNISON CORP;0,02%
CENTURYLINK;0,02%
CARREFOUR;0,02%
CAMPBELL SOUP;0,02%
SAGE GROUP (THE);0,02%
