Fund Holdings as of,"07/jun/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"VRTX","VERTEX PHARMACEUTICALS INC","Gezondheidszorg","Aandelen","58.427.335,62","0,13","58.427.335,62","214.917,00","271,86","Verenigde Staten","NASDAQ","USD"
"GLEN","GLENCORE PLC","Materialen","Aandelen","57.801.516,52","0,13","57.801.516,52","8.514.024,00","6,79","Verenigd Koninkrijk","London Stock Exchange","GBP"
"SLB","SCHLUMBERGER NV","Energie","Aandelen","57.455.318,55","0,13","57.455.318,55","1.174.235,00","48,93","Verenigde Staten","New York Stock Exchange Inc.","USD"
"IBE","IBERDROLA SA","Nutsbedrijven","Aandelen","57.365.783,20","0,13","57.365.783,20","4.945.578,00","11,60","Spanje","Bolsa De Madrid","EUR"
"AIR","AIRBUS GROUP","Industrie","Aandelen","57.140.597,24","0,13","57.140.597,24","484.083,00","118,04","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"DTE","DEUTSCHE TELEKOM N AG","Communicatie","Aandelen","57.078.933,68","0,13","57.078.933,68","2.784.198,00","20,50","Duitsland","Xetra","EUR"
"D","DOMINION ENERGY INC","Nutsbedrijven","Aandelen","56.365.317,30","0,12","56.365.317,30","678.283,00","83,10","Verenigde Staten","New York Stock Exchange Inc.","USD"
"WM","WASTE MANAGEMENT INC","Industrie","Aandelen","56.362.898,20","0,12","56.362.898,20","352.709,00","159,80","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BAYN","BAYER AG","Gezondheidszorg","Aandelen","55.978.196,89","0,12","55.978.196,89","793.222,00","70,57","Duitsland","Xetra","EUR"
"ITW","ILLINOIS TOOL INC","Industrie","Aandelen","55.844.915,14","0,12","55.844.915,14","265.751,00","210,14","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TFC","TRUIST FINANCIAL CORP","Financiële waarden","Aandelen","55.379.844,64","0,12","55.379.844,64","1.112.939,00","49,76","Verenigde Staten","New York Stock Exchange Inc.","USD"
"PXD","PIONEER NATURAL RESOURCE","Energie","Aandelen","55.103.258,40","0,12","55.103.258,40","193.155,00","285,28","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ZURN","ZURICH INSURANCE GROUP AG","Financiële waarden","Aandelen","54.502.353,44","0,12","54.502.353,44","120.566,00","452,05","Zwitserland","SIX Swiss Exchange","CHF"
"REGN","REGENERON PHARMACEUTICALS INC","Gezondheidszorg","Aandelen","54.442.220,58","0,12","54.442.220,58","88.671,00","613,98","Verenigde Staten","NASDAQ","USD"
"FIS","FIDELITY NATIONAL INFORMATION SERV","IT","Aandelen","53.926.644,43","0,12","53.926.644,43","515.699,00","104,57","Verenigde Staten","New York Stock Exchange Inc.","USD"
"AAL","ANGLO AMERICAN PLC","Materialen","Aandelen","53.878.382,37","0,12","53.878.382,37","1.065.924,00","50,55","Verenigd Koninkrijk","London Stock Exchange","GBP"
"MPC","MARATHON PETROLEUM CORP","Energie","Aandelen","53.350.264,90","0,12","53.350.264,90","469.426,00","113,65","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FCX","FREEPORT MCMORAN INC","Materialen","Aandelen","53.335.335,12","0,12","53.335.335,12","1.229.208,00","43,39","Verenigde Staten","New York Stock Exchange Inc.","USD"
"OXY","OCCIDENTAL PETROLEUM CORP","Energie","Aandelen","52.941.778,25","0,12","52.941.778,25","750.415,00","70,55","Verenigde Staten","New York Stock Exchange Inc.","USD"
"UBSG","UBS GROUP AG","Financiële waarden","Aandelen","52.588.656,42","0,12","52.588.656,42","2.811.426,00","18,71","Zwitserland","SIX Swiss Exchange","CHF"
"EL","ESTEE LAUDER INC CLASS A","Basis-consumentengoederen","Aandelen","52.123.827,84","0,12","52.123.827,84","192.112,00","271,32","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CL","COLGATE-PALMOLIVE","Basis-consumentengoederen","Aandelen","52.067.294,68","0,12","52.067.294,68","661.508,00","78,71","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FISV","FISERV INC","IT","Aandelen","52.028.653,36","0,12","52.028.653,36","513.914,00","101,24","Verenigde Staten","NASDAQ","USD"
"EQIX","EQUINIX REIT INC","Vastgoed","Aandelen","52.027.381,15","0,12","52.027.381,15","75.233,00","691,55","Verenigde Staten","NASDAQ","USD"
"BNP","BNP PARIBAS SA","Financiële waarden","Aandelen","51.629.514,57","0,11","51.629.514,57","919.487,00","56,15","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"8035","TOKYO ELECTRON LTD","IT","Aandelen","51.322.643,52","0,11","51.322.643,52","114.480,00","448,31","Japan","Tokyo Stock Exchange","JPY"
"WBC","WESTPAC BANKING CORPORATION CORP","Financiële waarden","Aandelen","51.075.933,64","0,11","51.075.933,64","3.022.302,00","16,90","Australië","Asx - All Markets","AUD"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Luxe-consumentengoederen","Aandelen","50.534.659,42","0,11","50.534.659,42","441.333,00","114,50","Zwitserland","SIX Swiss Exchange","CHF"
"VLO","VALERO ENERGY CORP","Energie","Aandelen","50.268.333,96","0,11","50.268.333,96","346.487,00","145,08","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ATVI","ACTIVISION BLIZZARD INC","Communicatie","Aandelen","49.973.845,32","0,11","49.973.845,32","640.444,00","78,03","Verenigde Staten","NASDAQ","USD"
"SU","SUNCOR ENERGY INC","Energie","Aandelen","49.787.528,66","0,11","49.787.528,66","1.189.611,00","41,85","Canada","Toronto Stock Exchange","CAD"
"NSC","NORFOLK SOUTHERN CORP","Industrie","Aandelen","49.587.204,40","0,11","49.587.204,40","198.826,00","249,40","Verenigde Staten","New York Stock Exchange Inc.","USD"
"EW","EDWARDS LIFESCIENCES CORP","Gezondheidszorg","Aandelen","49.084.798,00","0,11","49.084.798,00","504.728,00","97,25","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communicatie","Aandelen","48.375.154,95","0,11","48.375.154,95","100.249,00","482,55","Verenigde Staten","NASDAQ","USD"
"MBG","MERCEDES-BENZ GROUP N AG","Luxe-consumentengoederen","Aandelen","48.190.956,18","0,11","48.190.956,18","664.234,00","72,55","Duitsland","Xetra","EUR"
"AON","AON PLC CLASS A","Financiële waarden","Aandelen","48.020.436,52","0,11","48.020.436,52","177.446,00","270,62","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ETN","EATON PLC","Industrie","Aandelen","47.727.924,30","0,11","47.727.924,30","328.230,00","145,41","Verenigde Staten","New York Stock Exchange Inc.","USD"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materialen","Aandelen","47.673.976,74","0,11","47.673.976,74","182.806,00","260,79","Verenigde Staten","New York Stock Exchange Inc.","USD"
"HUM","HUMANA INC","Gezondheidszorg","Aandelen","47.232.297,36","0,10","47.232.297,36","105.012,00","449,78","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TRP","TC ENERGY CORP","Energie","Aandelen","46.994.333,70","0,10","46.994.333,70","797.366,00","58,94","Canada","Toronto Stock Exchange","CAD"
"FDX","FEDEX CORP","Industrie","Aandelen","46.525.111,53","0,10","46.525.111,53","210.169,00","221,37","Verenigde Staten","New York Stock Exchange Inc.","USD"
"KLAC","KLA CORP","IT","Aandelen","46.375.112,14","0,10","46.375.112,14","126.287,00","367,22","Verenigde Staten","NASDAQ","USD"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financiële waarden","Aandelen","46.345.065,60","0,10","46.345.065,60","455.435,00","101,76","Verenigde Staten","New York Stock Exchange Inc.","USD"
"REL","RELX PLC","Industrie","Aandelen","46.214.654,62","0,10","46.214.654,62","1.652.372,00","27,97","Verenigd Koninkrijk","London Stock Exchange","GBP"
"SAN","BANCO SANTANDER SA","Financiële waarden","Aandelen","46.097.810,48","0,10","46.097.810,48","14.360.491,00","3,21","Spanje","Bolsa De Madrid","EUR"
"NEM","NEWMONT","Materialen","Aandelen","45.799.488,02","0,10","45.799.488,02","669.779,00","68,38","Verenigde Staten","New York Stock Exchange Inc.","USD"
"RKT","RECKITT BENCKISER GROUP PLC","Basis-consumentengoederen","Aandelen","45.732.252,36","0,10","45.732.252,36","586.839,00","77,93","Verenigd Koninkrijk","London Stock Exchange","GBP"
"EMR","EMERSON ELECTRIC","Industrie","Aandelen","45.612.602,55","0,10","45.612.602,55","498.335,00","91,53","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BSX","BOSTON SCIENTIFIC CORP","Gezondheidszorg","Aandelen","45.564.812,64","0,10","45.564.812,64","1.151.208,00","39,58","Verenigde Staten","New York Stock Exchange Inc.","USD"
"DG","DOLLAR GENERAL CORP","Luxe-consumentengoederen","Aandelen","45.221.182,48","0,10","45.221.182,48","192.989,00","234,32","Verenigde Staten","New York Stock Exchange Inc.","USD"
"PSA","PUBLIC STORAGE REIT","Vastgoed","Aandelen","45.183.653,15","0,10","45.183.653,15","136.651,00","330,65","Verenigde Staten","New York Stock Exchange Inc.","USD"
"F","FORD MOTOR CO","Luxe-consumentengoederen","Aandelen","44.935.241,04","0,10","44.935.241,04","3.270.396,00","13,74","Verenigde Staten","New York Stock Exchange Inc.","USD"
"DG","VINCI SA","Industrie","Aandelen","44.385.551,01","0,10","44.385.551,01","457.117,00","97,10","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"GD","GENERAL DYNAMICS CORP","Industrie","Aandelen","44.327.439,54","0,10","44.327.439,54","188.163,00","235,58","Verenigde Staten","New York Stock Exchange Inc.","USD"
"9433","KDDI CORP","Communicatie","Aandelen","44.315.083,98","0,10","44.315.083,98","1.308.950,00","33,86","Japan","Tokyo Stock Exchange","JPY"
"ENEL","ENEL","Nutsbedrijven","Aandelen","44.134.760,08","0,10","44.134.760,08","6.884.811,00","6,41","Italië","Borsa Italiana","EUR"
"GM","GENERAL MOTORS","Luxe-consumentengoederen","Aandelen","44.011.234,14","0,10","44.011.234,14","1.147.022,00","38,37","Verenigde Staten","New York Stock Exchange Inc.","USD"
"COF","CAPITAL ONE FINANCIAL CORP","Financiële waarden","Aandelen","44.001.355,12","0,10","44.001.355,12","343.144,00","128,23","Verenigde Staten","New York Stock Exchange Inc.","USD"
"4063","SHIN ETSU CHEMICAL LTD","Materialen","Aandelen","43.342.016,19","0,10","43.342.016,19","313.157,00","138,40","Japan","Tokyo Stock Exchange","JPY"
"PANW","PALO ALTO NETWORKS INC","IT","Aandelen","43.120.194,00","0,10","43.120.194,00","81.822,00","527,00","Verenigde Staten","NASDAQ","USD"
"SRE","SEMPRA","Nutsbedrijven","Aandelen","42.937.200,40","0,10","42.937.200,40","262.292,00","163,70","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ABBN","ABB LTD","Industrie","Aandelen","42.840.354,74","0,09","42.840.354,74","1.366.353,00","31,35","Zwitserland","SIX Swiss Exchange","CHF"
"BAS","BASF N","Materialen","Aandelen","42.646.023,91","0,09","42.646.023,91","763.427,00","55,86","Duitsland","Xetra","EUR"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financiële waarden","Aandelen","42.415.971,03","0,09","42.415.971,03","755.862,00","56,12","Canada","Toronto Stock Exchange","CAD"
"DVN","DEVON ENERGY CORP","Energie","Aandelen","42.404.438,72","0,09","42.404.438,72","543.368,00","78,04","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ANZ","AUSTRALIA AND NEW ZEALAND BANKING","Financiële waarden","Aandelen","42.000.510,85","0,09","42.000.510,85","2.379.571,00","17,65","Australië","Asx - All Markets","AUD"
"DOW","DOW INC","Materialen","Aandelen","41.968.545,72","0,09","41.968.545,72","622.956,00","67,37","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SNPS","SYNOPSYS INC","IT","Aandelen","41.919.511,30","0,09","41.919.511,30","127.210,00","329,53","Verenigde Staten","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Nutsbedrijven","Aandelen","41.881.475,97","0,09","41.881.475,97","408.879,00","102,43","Verenigde Staten","NASDAQ","USD"
"HCA","HCA HEALTHCARE INC","Gezondheidszorg","Aandelen","41.728.329,12","0,09","41.728.329,12","201.081,00","207,52","Verenigde Staten","New York Stock Exchange Inc.","USD"
"9984","SOFTBANK GROUP CORP","Communicatie","Aandelen","41.637.391,66","0,09","41.637.391,66","1.015.822,00","40,99","Japan","Tokyo Stock Exchange","JPY"
"PSX","PHILLIPS 66","Energie","Aandelen","41.499.856,32","0,09","41.499.856,32","377.546,00","109,92","Verenigde Staten","New York Stock Exchange Inc.","USD"
"6501","HITACHI LTD","Industrie","Aandelen","41.256.839,71","0,09","41.256.839,71","787.536,00","52,39","Japan","Tokyo Stock Exchange","JPY"
"6098","RECRUIT HOLDINGS LTD","Industrie","Aandelen","41.174.461,60","0,09","41.174.461,60","1.205.700,00","34,15","Japan","Tokyo Stock Exchange","JPY"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Luxe-consumentengoederen","Aandelen","41.124.363,90","0,09","41.124.363,90","232.105,00","177,18","Verenigde Staten","NASDAQ","USD"
"CNC","CENTENE CORP","Gezondheidszorg","Aandelen","41.080.131,05","0,09","41.080.131,05","492.863,00","83,35","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ADM","ARCHER DANIELS MIDLAND","Basis-consumentengoederen","Aandelen","40.986.463,44","0,09","40.986.463,44","457.847,00","89,52","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MRNA","MODERNA INC","Gezondheidszorg","Aandelen","40.977.014,26","0,09","40.977.014,26","281.939,00","145,34","Verenigde Staten","NASDAQ","USD"
"CS","AXA SA","Financiële waarden","Aandelen","40.760.721,51","0,09","40.760.721,51","1.607.539,00","25,36","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"MRVL","MARVELL TECHNOLOGY INC","IT","Aandelen","40.638.343,68","0,09","40.638.343,68","665.984,00","61,02","Verenigde Staten","NASDAQ","USD"
"NG.","NATIONAL GRID PLC","Nutsbedrijven","Aandelen","40.567.310,80","0,09","40.567.310,80","2.914.019,00","13,92","Verenigd Koninkrijk","London Stock Exchange","GBP"
"7974","NINTENDO LTD","Communicatie","Aandelen","40.310.034,95","0,09","40.310.034,95","91.377,00","441,14","Japan","Tokyo Stock Exchange","JPY"
"MCO","MOODYS CORP","Financiële waarden","Aandelen","40.253.280,83","0,09","40.253.280,83","139.097,00","289,39","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ABI","ANHEUSER BUSCH INBEV NV","Basis-consumentengoederen","Aandelen","40.154.065,32","0,09","40.154.065,32","719.921,00","55,78","België","Nyse Euronext - Euronext Brussels","EUR"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financiële waarden","Aandelen","40.077.986,00","0,09","40.077.986,00","674.600,00","59,41","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MCK","MCKESSON CORP","Gezondheidszorg","Aandelen","39.975.626,95","0,09","39.975.626,95","124.283,00","321,65","Verenigde Staten","New York Stock Exchange Inc.","USD"
"WDS","WOODSIDE PETROLEUM LTD","Energie","Aandelen","39.703.056,34","0,09","39.703.056,34","1.672.180,00","23,74","Australië","Asx - All Markets","AUD"
"NXPI","NXP SEMICONDUCTORS NV","IT","Aandelen","39.575.844,99","0,09","39.575.844,99","217.653,00","181,83","Verenigde Staten","NASDAQ","USD"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrie","Aandelen","39.412.298,01","0,09","39.412.298,01","159.959,00","246,39","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CTVA","CORTEVA INC","Materialen","Aandelen","39.395.652,34","0,09","39.395.652,34","631.543,00","62,38","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MET","METLIFE INC","Financiële waarden","Aandelen","39.380.146,68","0,09","39.380.146,68","581.772,00","67,69","Verenigde Staten","New York Stock Exchange Inc.","USD"
"NTR","NUTRIEN LTD","Materialen","Aandelen","39.163.982,79","0,09","39.163.982,79","438.420,00","89,33","Canada","Toronto Stock Exchange","CAD"
"388","HONG KONG EXCHANGES AND CLEARING L","Financiële waarden","Aandelen","38.985.765,68","0,09","38.985.765,68","868.507,00","44,89","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"CDNS","CADENCE DESIGN SYSTEMS INC","IT","Aandelen","38.936.848,77","0,09","38.936.848,77","239.951,00","162,27","Verenigde Staten","NASDAQ","USD"
"EXC","EXELON CORP","Nutsbedrijven","Aandelen","38.375.150,40","0,08","38.375.150,40","782.368,00","49,05","Verenigde Staten","NASDAQ","USD"
"EL","ESSILORLUXOTTICA SA","Luxe-consumentengoederen","Aandelen","38.209.359,65","0,08","38.209.359,65","236.837,00","161,33","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"KMB","KIMBERLY CLARK CORP","Basis-consumentengoederen","Aandelen","38.125.381,00","0,08","38.125.381,00","288.610,00","132,10","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SQ","BLOCK INC CLASS A","IT","Aandelen","37.916.958,60","0,08","37.916.958,60","448.191,00","84,60","Verenigde Staten","New York Stock Exchange Inc.","USD"
"WMB","WILLIAMS INC","Energie","Aandelen","37.528.899,46","0,08","37.528.899,46","992.303,00","37,82","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TRV","TRAVELERS COMPANIES INC","Financiële waarden","Aandelen","37.461.343,92","0,08","37.461.343,92","209.703,00","178,64","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Luxe-consumentengoederen","Aandelen","37.441.593,52","0,08","37.441.593,52","58.978,00","634,84","Verenigde Staten","NASDAQ","USD"
"AZO","AUTOZONE INC","Luxe-consumentengoederen","Aandelen","37.197.169,08","0,08","37.197.169,08","17.546,00","2.119,98","Verenigde Staten","New York Stock Exchange Inc.","USD"
"4568","DAIICHI SANKYO LTD","Gezondheidszorg","Aandelen","37.030.706,55","0,08","37.030.706,55","1.464.371,00","25,29","Japan","Tokyo Stock Exchange","JPY"
"8058","MITSUBISHI CORP","Industrie","Aandelen","37.015.895,10","0,08","37.015.895,10","1.059.568,00","34,93","Japan","Tokyo Stock Exchange","JPY"
"INGA","ING GROEP NV","Financiële waarden","Aandelen","37.008.021,88","0,08","37.008.021,88","3.306.156,00","11,19","Nederland","Euronext Amsterdam","EUR"
"ROP","ROPER TECHNOLOGIES INC","IT","Aandelen","36.814.942,64","0,08","36.814.942,64","85.964,00","428,26","Verenigde Staten","New York Stock Exchange Inc.","USD"
"HPQ","HP INC","IT","Aandelen","36.739.647,36","0,08","36.739.647,36","933.426,00","39,36","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ADSK","AUTODESK INC","IT","Aandelen","36.630.142,04","0,08","36.630.142,04","176.812,00","207,17","Verenigde Staten","NASDAQ","USD"
"MQG","MACQUARIE GROUP LTD DEF","Financiële waarden","Aandelen","36.391.107,01","0,08","36.391.107,01","284.017,00","128,13","Australië","Asx - All Markets","AUD"
"KER","KERING SA","Luxe-consumentengoederen","Aandelen","36.186.302,88","0,08","36.186.302,88","64.384,00","562,04","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"TEL","TE CONNECTIVITY LTD","IT","Aandelen","36.186.007,84","0,08","36.186.007,84","272.752,00","132,67","Verenigde Staten","New York Stock Exchange Inc.","USD"
"IQV","IQVIA HOLDINGS INC","Gezondheidszorg","Aandelen","36.053.467,02","0,08","36.053.467,02","160.074,00","225,23","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","IT","Aandelen","35.670.459,19","0,08","35.670.459,19","93.937,00","379,73","Canada","Toronto Stock Exchange","CAD"
"ABNB","AIRBNB INC CLASS A","Luxe-consumentengoederen","Aandelen","35.448.538,60","0,08","35.448.538,60","288.434,00","122,90","Verenigde Staten","NASDAQ","USD"
"LONN","LONZA GROUP AG","Gezondheidszorg","Aandelen","35.445.728,21","0,08","35.445.728,21","60.536,00","585,53","Zwitserland","SIX Swiss Exchange","CHF"
"PRX","PROSUS NV","Luxe-consumentengoederen","Aandelen","35.386.726,32","0,08","35.386.726,32","689.358,00","51,33","Nederland","Euronext Amsterdam","EUR"
"FTNT","FORTINET INC","IT","Aandelen","35.337.352,08","0,08","35.337.352,08","115.716,00","305,38","Verenigde Staten","NASDAQ","USD"
"APH","AMPHENOL CORP CLASS A","IT","Aandelen","35.262.012,45","0,08","35.262.012,45","492.555,00","71,59","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ECL","ECOLAB INC","Materialen","Aandelen","34.990.257,99","0,08","34.990.257,99","204.969,00","170,71","Verenigde Staten","New York Stock Exchange Inc.","USD"
"VOD","VODAFONE GROUP PLC","Communicatie","Aandelen","34.926.641,85","0,08","34.926.641,85","22.031.997,00","1,59","Verenigd Koninkrijk","London Stock Exchange","GBP"
"4502","TAKEDA PHARMACEUTICAL LTD","Gezondheidszorg","Aandelen","34.729.812,23","0,08","34.729.812,23","1.269.195,00","27,36","Japan","Tokyo Stock Exchange","JPY"
"RI","PERNOD RICARD SA","Basis-consumentengoederen","Aandelen","34.649.070,37","0,08","34.649.070,37","178.029,00","194,63","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
